ece592_conflict_plan_version=1
generator=SplitMix64+Fisher-Yates
sweep=conflict line count by conflict stride
line_counts=2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
conflict_stride_bytes_values=4096,8192,16384,32768,65536
unique_line_count_count=23
unique_conflict_stride_count=5
trial_count=2
plan_seed=12592
plan_row_count=230
data_begin
global_execution_index	trial	trial_execution_index	plot_index	conflict_line_count	conflict_stride_bytes	point_seed
93	0	93	80	13	32768	11403464392965787802
94	0	94	49	5	16384	6180076724047608733
95	0	95	106	16	65536	5431120282334520044
96	0	96	40	19	8192	17668573215638326295
97	0	97	78	11	32768	2433689753030457779
98	0	98	77	10	32768	6749496566023382218
99	0	99	39	18	8192	5577700513159859702
100	0	100	85	18	32768	12881178682419198726
101	0	101	50	6	16384	5390638621561070146
102	0	102	1	3	4096	7027630017686635743
103	0	103	38	17	8192	11617230574548990765
104	0	104	25	4	8192	3025600727554401721
105	0	105	29	8	8192	16666486844528152019
106	0	106	16	18	4096	5495927065321017025
107	0	107	5	7	4096	8944438908894952498
108	0	108	65	21	16384	134079931838338696
109	0	109	13	15	4096	14634013066126349258
110	0	110	21	23	4096	14387753909993689107
111	0	111	26	5	8192	2044986871432851789
112	0	112	68	24	16384	3620330483764239885
113	0	113	52	8	16384	12001966988876921454
114	0	114	62	18	16384	4614224644234645823
115	1	0	10	12	4096	12130991029126870376
116	1	1	64	20	16384	5468609926725018644
117	1	2	83	16	32768	13936707687469657255
118	1	3	81	14	32768	3679962636696709349
119	1	4	113	23	65536	7454281647638499654
120	1	5	15	17	4096	2537840388160735417
121	1	6	8	10	4096	15240827290620621026
122	1	7	17	19	4096	16347751779156425075
123	1	8	101	11	65536	10396661996893116619
124	1	9	39	18	8192	5948018788859471840
125	1	10	1	3	4096	13884685948331443887
126	1	11	37	16	8192	15920274791575509481
127	1	12	3	5	4096	13216699284302213731
128	1	13	22	24	4096	2836264808214422592
129	1	14	50	6	16384	10461203876418563075
130	1	15	97	7	65536	12649130560243381627
131	1	16	35	14	8192	5209382974708162730
132	1	17	43	22	8192	16160261245561872055
133	1	18	12	14	4096	7749983185836110945
134	1	19	55	11	16384	16272934453485777583
135	1	20	107	17	65536	8251099596939998105
136	1	21	74	7	32768	16868865808926709285
137	1	22	98	8	65536	10278733377731500622
138	1	23	33	12	8192	7645894484602985162
139	1	24	89	22	32768	2510450236842797003
140	1	25	88	21	32768	14021846372509952348
141	1	26	108	18	65536	7924198487151052190
142	1	27	91	24	32768	11017712026640068755
143	1	28	34	13	8192	1771817090142181931
144	1	29	79	12	32768	2232771703339082277
145	1	30	102	12	65536	13480360524107951114
146	1	31	44	23	8192	10034672400337838744
147	1	32	110	20	65536	335248304881781928
148	1	33	105	15	65536	6227254448353387728
149	1	34	24	3	8192	8841699811960889641
150	1	35	66	22	16384	6554315368788765073
151	1	36	58	14	16384	11232775951482020932
152	1	37	67	23	16384	3991418409967148843
153	1	38	93	3	65536	4031832952967956959
154	1	39	104	14	65536	14968614971966957131
155	1	40	114	24	65536	15733871994823973506
156	1	41	56	12	16384	10265403343431175641
157	1	42	16	18	4096	12223164230607190764
158	1	43	7	9	4096	7535116096226859716
159	1	44	28	7	8192	7093966975665674518
160	1	45	59	15	16384	4812656294433603837
161	1	46	109	19	65536	15388820831270162688
162	1	47	92	2	65536	10573621881107299343
163	1	48	73	6	32768	15570435837629209932
164	1	49	90	23	32768	2189275558569838992
165	1	50	49	5	16384	8726893267693343848
166	1	51	111	21	65536	4404955593397918360
167	1	52	53	9	16384	10444059889990904553
168	1	53	48	4	16384	18107672835744165020
169	1	54	4	6	4096	16511807220387690705
170	1	55	51	7	16384	17352775004942516164
171	1	56	40	19	8192	2864103963090756134
172	1	57	63	19	16384	7354294296302892088
173	1	58	38	17	8192	15928886801733012748
174	1	59	31	10	8192	3943112963796487129
175	1	60	62	18	16384	12932189080472562580
176	1	61	23	2	8192	686453811937694286
177	1	62	36	15	8192	8905326287682843071
178	1	63	25	4	8192	13436076037157411141
179	1	64	27	6	8192	17320591868815297609
180	1	65	42	21	8192	14658168660242107532
181	1	66	94	4	65536	15118103365129489478
182	1	67	2	4	4096	808776915911553212
183	1	68	6	8	4096	10622053951195399379
184	1	69	18	20	4096	11219293667575315551
185	1	70	87	20	32768	8081448388054986029
186	1	71	26	5	8192	8278503311401438924
187	1	72	65	21	16384	346698516780641759
188	1	73	32	11	8192	7852313432597868681
189	1	74	14	16	4096	3394194545072718651
190	1	75	11	13	4096	4396530767818911243
191	1	76	21	23	4096	11616289818166222900
192	1	77	76	9	32768	2384526257417402044
193	1	78	84	17	32768	2634551748178524200
194	1	79	30	9	8192	16392258239838581846
195	1	80	80	13	32768	15894729384771141048
196	1	81	99	9	65536	17449637792525790300
197	1	82	19	21	4096	18291373543446875407
198	1	83	54	10	16384	13894590407451430746
199	1	84	57	13	16384	4272288502999023372
200	1	85	70	3	32768	1630159407110025222
201	1	86	78	11	32768	7801024206414928818
202	1	87	86	19	32768	16397091283348963898
203	1	88	0	2	4096	4154183030257579324
204	1	89	72	5	32768	4505206743069071729
205	1	90	95	5	65536	6850232427349412974
206	1	91	82	15	32768	5425280765034690511
207	1	92	60	16	16384	18425815154098871968
208	1	93	77	10	32768	6239501997888218800
209	1	94	103	13	65536	13828899794956248603
210	1	95	41	20	8192	7150847180544409583
211	1	96	45	24	8192	11471039694506262228
212	1	97	85	18	32768	1962110608306371524
213	1	98	75	8	32768	13426698293992638303
214	1	99	112	22	65536	12027277385532287480
215	1	100	68	24	16384	7173730315610775782
216	1	101	9	11	4096	2766720680648849159
217	1	102	20	22	4096	2706918341422237894
218	1	103	71	4	32768	2202854010409803794
219	1	104	46	2	16384	7043785802836001531
220	1	105	61	17	16384	16109604709634936143
221	1	106	13	15	4096	11927069094291860495
222	1	107	52	8	16384	2439742624269960562
223	1	108	69	2	32768	1450066164526983847
224	1	109	29	8	8192	171246662324694302
225	1	110	106	16	65536	13283404929873417423
226	1	111	100	10	65536	9651818776223560351
227	1	112	96	6	65536	10656677263734867215
228	1	113	47	3	16384	324981447922420913
229	1	114	5	7	4096	18205513004467307260
data_end
