ece592_capacity_plan_version=1
generator=SplitMix64+Fisher-Yates
size_generation=integer subdivisions within factor-of-two ranges
min_bytes=512
max_bytes=268435456
points_per_octave=3
trial_count=2
plan_seed=592
node_spacing_bytes=8
node_bytes=8
unique_size_count=58
plan_row_count=116
data_begin
global_execution_index	trial	trial_execution_index	plot_index	requested_span_bytes	node_count	actual_span_bytes	point_seed
34	0	34	19	43690	5462	43696	16916548400228412381
35	0	35	36	2097152	262144	2097152	17656345699940906173
36	0	36	44	13981013	1747627	13981016	12817364229049750196
37	0	37	53	111848106	13981014	111848112	1961005678905357301
38	0	38	22	87381	10923	87384	10967852233165145922
39	0	39	34	1398101	174763	1398104	4398009111481780254
40	0	40	37	2796202	349526	2796208	18199474086371370198
41	0	41	5	1706	214	1712	9659343732093274974
42	0	42	30	524288	65536	524288	3805213690214083710
43	0	43	20	54613	6827	54616	429222421991553862
44	0	44	23	109226	13654	109232	1218944777096668954
45	0	45	24	131072	16384	131072	8663107171040240532
46	0	46	21	65536	8192	65536	8115149844715529162
47	0	47	45	16777216	2097152	16777216	11034454647553883170
48	0	48	9	4096	512	4096	3766617846658164448
49	0	49	41	6990506	873814	6990512	11548316102972958183
50	0	50	54	134217728	16777216	134217728	14876317376024350170
51	0	51	1	682	86	688	4486159773690201395
52	0	52	47	27962026	3495254	27962032	7661721615907511480
53	0	53	31	699050	87382	699056	20332897215584561
54	0	54	7	2730	342	2736	4716487249944504408
55	0	55	0	512	64	512	13434040110859652870
56	0	56	33	1048576	131072	1048576	11951315924972400881
57	0	57	46	22369621	2796203	22369624	18154295198038437912
58	1	0	52	89478485	11184811	89478488	6300547109848134379
59	1	1	20	54613	6827	54616	895538461634942323
60	1	2	17	27306	3414	27312	7166294870480562356
61	1	3	16	21845	2731	21848	12356543007414554009
62	1	4	33	1048576	131072	1048576	793785128056365308
63	1	5	34	1398101	174763	1398104	16964515379987759012
64	1	6	51	67108864	8388608	67108864	6702836333994911069
65	1	7	38	3495253	436907	3495256	11772978088070292664
66	1	8	36	2097152	262144	2097152	2846048072407777716
67	1	9	37	2796202	349526	2796208	10156080701599715942
68	1	10	29	436906	54614	436912	4862280049661369495
69	1	11	32	873813	109227	873816	12773795600299633041
70	1	12	8	3413	427	3416	13445627580786951605
71	1	13	49	44739242	5592406	44739248	10328252254001556585
72	1	14	44	13981013	1747627	13981016	6733220922917642054
73	1	15	1	682	86	688	11205549131371568404
74	1	16	53	111848106	13981014	111848112	5804489136731293475
75	1	17	9	4096	512	4096	12210121681944802376
76	1	18	31	699050	87382	699056	17464982824137865681
77	1	19	56	223696213	27962027	223696216	1677573895139377313
78	1	20	5	1706	214	1712	9616404239539508765
79	1	21	43	11184810	1398102	11184816	535829190535107616
80	1	22	48	33554432	4194304	33554432	3978784918605900893
81	1	23	41	6990506	873814	6990512	13415702324407781415
82	1	24	27	262144	32768	262144	10431063050745144985
83	1	25	26	218453	27307	218456	408373216166195163
84	1	26	19	43690	5462	43696	9495356729598933679
85	1	27	30	524288	65536	524288	16377627788008145465
86	1	28	21	65536	8192	65536	13360020783202590039
87	1	29	2	853	107	856	15480836475661248505
88	1	30	55	178956970	22369622	178956976	4139661732100178439
89	1	31	4	1365	171	1368	6570735671349920195
90	1	32	15	16384	2048	16384	3875560847541731529
91	1	33	35	1747626	218454	1747632	14654659423048483178
92	1	34	25	174762	21846	174768	2107472212890866371
93	1	35	46	22369621	2796203	22369624	4339129445386675991
94	1	36	40	5592405	699051	5592408	6804664614851085280
95	1	37	22	87381	10923	87384	15081312942290206781
96	1	38	14	13653	1707	13656	11948398022567514137
97	1	39	39	4194304	524288	4194304	1141972024695735169
98	1	40	12	8192	1024	8192	6346572918115889624
99	1	41	23	109226	13654	109232	441055597058878692
100	1	42	18	32768	4096	32768	11657864444026446914
101	1	43	57	268435456	33554432	268435456	12963730062648809599
102	1	44	47	27962026	3495254	27962032	15089236773866487083
103	1	45	24	131072	16384	131072	8274144406509632951
104	1	46	0	512	64	512	1202734201606164313
105	1	47	11	6826	854	6832	14485729801479914807
106	1	48	6	2048	256	2048	5214624362588483464
107	1	49	13	10922	1366	10928	13385517398138337351
108	1	50	42	8388608	1048576	8388608	8845482113578047538
109	1	51	10	5461	683	5464	10777791997790513390
110	1	52	28	349525	43691	349528	3944803213479222264
111	1	53	3	1024	128	1024	12147589238575504403
112	1	54	45	16777216	2097152	16777216	9725377923343215449
113	1	55	54	134217728	16777216	134217728	9520633118897715119
114	1	56	50	55924053	6990507	55924056	14766865281431169912
115	1	57	7	2730	342	2736	5198722696155713935
data_end
