ece592_conflict_plan_version=1
generator=SplitMix64+Fisher-Yates
sweep=conflict line count by conflict stride
line_counts=2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
conflict_stride_bytes_values=4096,8192,16384,32768,65536
unique_line_count_count=23
unique_conflict_stride_count=5
trial_count=2
plan_seed=40595
plan_row_count=230
data_begin
global_execution_index	trial	trial_execution_index	plot_index	conflict_line_count	conflict_stride_bytes	point_seed
47	0	47	83	16	32768	13676721561261288157
48	0	48	92	2	65536	11840490230182427971
49	0	49	85	18	32768	4046434349024644610
50	0	50	39	18	8192	15022146729792936798
51	0	51	66	22	16384	3339145619099243614
52	0	52	15	17	4096	13354763413335372253
53	0	53	105	15	65536	35876793137922881
54	0	54	108	18	65536	9498755790924834877
55	0	55	3	5	4096	5768984204645166313
56	0	56	103	13	65536	4798100435615672235
57	0	57	112	22	65536	638105862562827370
58	0	58	74	7	32768	1797905888061143857
59	0	59	63	19	16384	13301837652944216288
60	0	60	44	23	8192	2922164046109609514
61	0	61	111	21	65536	7347284282260931724
62	0	62	97	7	65536	6005330360920490148
63	0	63	42	21	8192	12027159039489255605
64	0	64	17	19	4096	14002203174239027515
65	0	65	21	23	4096	5116916475155955193
66	0	66	58	14	16384	6674245110034524394
67	0	67	31	10	8192	7218262844533120946
68	0	68	19	21	4096	18395711452187114738
69	0	69	91	24	32768	12744983991951555739
70	0	70	81	14	32768	18216227377654633284
71	0	71	54	10	16384	7299580933371271602
72	0	72	53	9	16384	11410293105798967842
73	0	73	84	17	32768	317693941439433734
74	0	74	102	12	65536	7252393992475063033
75	0	75	70	3	32768	9697488594622895658
76	0	76	33	12	8192	18027961751489832327
77	0	77	56	12	16384	7886299933114529294
78	0	78	82	15	32768	9770866067283228167
79	0	79	38	17	8192	15820161047653138629
80	0	80	25	4	8192	9581606169321209536
81	0	81	10	12	4096	7058177057392827894
82	0	82	104	14	65536	4285997486875663190
83	0	83	30	9	8192	1585576967064363945
84	0	84	71	4	32768	2454551032674776500
85	0	85	78	11	32768	9511147310359543696
86	0	86	73	6	32768	17205533890954729308
87	0	87	4	6	4096	18426005773548724240
88	0	88	49	5	16384	359692407075943677
89	0	89	0	2	4096	2378257447253082632
90	0	90	100	10	65536	9951045822231868507
91	0	91	101	11	65536	5568393629341415227
92	0	92	57	13	16384	1756295116566569844
93	0	93	46	2	16384	15025675051267725419
94	0	94	79	12	32768	567474920625544816
95	0	95	12	14	4096	6949273264774992832
96	0	96	60	16	16384	5415616010735630962
97	0	97	14	16	4096	9657121528555140377
98	0	98	69	2	32768	336815613391724189
99	0	99	13	15	4096	3619116219177677490
100	0	100	24	3	8192	5303875964819500012
101	0	101	7	9	4096	2367316466894588222
102	0	102	113	23	65536	15179351391409109088
103	0	103	87	20	32768	10129601092341606349
104	0	104	47	3	16384	9700903050938069118
105	0	105	86	19	32768	9954827692738396477
106	0	106	5	7	4096	10628358106393013014
107	0	107	28	7	8192	112153314052013495
108	0	108	96	6	65536	13129188132625248870
109	0	109	29	8	8192	5817990973391929616
110	0	110	99	9	65536	4688480371699677770
111	0	111	18	20	4096	16980654103235218920
112	0	112	48	4	16384	11747399917399420861
113	0	113	43	22	8192	15772660042180441628
114	0	114	89	22	32768	16789271528222808179
115	1	0	84	17	32768	1128538523068086120
116	1	1	57	13	16384	3483467534654417780
117	1	2	114	24	65536	12756429320831289786
118	1	3	63	19	16384	4480505462025986031
119	1	4	55	11	16384	6122273889827827600
120	1	5	71	4	32768	1464998118533582438
121	1	6	46	2	16384	5512398383654972856
122	1	7	112	22	65536	6698304255237781790
123	1	8	82	15	32768	1444176596383761792
124	1	9	56	12	16384	5315473887535995655
125	1	10	8	10	4096	8469537896528062243
126	1	11	20	22	4096	16617581871323911743
127	1	12	53	9	16384	15431685897362301497
128	1	13	54	10	16384	11011154368319198734
129	1	14	35	14	8192	894962434953079577
130	1	15	102	12	65536	5778787146676689170
131	1	16	48	4	16384	13766949875161391717
132	1	17	60	16	16384	9274208462617272226
133	1	18	113	23	65536	7631426161159959907
134	1	19	44	23	8192	4717613719278404685
135	1	20	67	23	16384	17370253614501299376
136	1	21	92	2	65536	1621204780455263803
137	1	22	49	5	16384	13359045413256351682
138	1	23	31	10	8192	4583953524294052272
139	1	24	3	5	4096	11674085359092970182
140	1	25	61	17	16384	14472038921705255702
141	1	26	19	21	4096	9863510747366524894
142	1	27	27	6	8192	7801804711681701897
143	1	28	81	14	32768	11589311364521210805
144	1	29	21	23	4096	628349562217461866
145	1	30	64	20	16384	18261783023873176598
146	1	31	59	15	16384	3881450860242213522
147	1	32	6	8	4096	5282819305982565006
148	1	33	111	21	65536	3664512487346317918
149	1	34	23	2	8192	17600513224311321301
150	1	35	89	22	32768	4825001452328765815
151	1	36	42	21	8192	12746753775086118204
152	1	37	41	20	8192	12208733993213688145
153	1	38	68	24	16384	5378845852429068791
154	1	39	33	12	8192	3256330435227113905
155	1	40	38	17	8192	4251098855064021698
156	1	41	45	24	8192	378777985630053308
157	1	42	79	12	32768	14346876787366100908
158	1	43	72	5	32768	12779302485421174227
159	1	44	99	9	65536	14520389195584982773
160	1	45	91	24	32768	5516375754523872974
161	1	46	101	11	65536	3025769612576259093
162	1	47	28	7	8192	2614647674178127893
163	1	48	100	10	65536	10584889124097337126
164	1	49	108	18	65536	8486677659335997859
165	1	50	13	15	4096	8805515203405564112
166	1	51	107	17	65536	11707956952344746938
167	1	52	12	14	4096	8586271900349023841
168	1	53	17	19	4096	15881581990122107159
169	1	54	66	22	16384	6678727694138140319
170	1	55	105	15	65536	1358058198886762785
171	1	56	75	8	32768	10628339887239141919
172	1	57	104	14	65536	14306495927982530001
173	1	58	78	11	32768	3953808919506035664
174	1	59	43	22	8192	2662481439977942225
175	1	60	62	18	16384	7888352975866865830
176	1	61	69	2	32768	6766759020134571967
177	1	62	5	7	4096	13483215035875358124
178	1	63	47	3	16384	12957384696931712203
179	1	64	0	2	4096	9699760971628041753
180	1	65	14	16	4096	12834023361633978456
181	1	66	74	7	32768	851965117881084446
182	1	67	50	6	16384	3464653194667357648
183	1	68	24	3	8192	5589214174365327485
184	1	69	97	7	65536	18183638929829512265
185	1	70	95	5	65536	9459647807174555676
186	1	71	52	8	16384	3143476790611153972
187	1	72	22	24	4096	315488969300579901
188	1	73	88	21	32768	2676822372813903070
189	1	74	1	3	4096	6927180305209230877
190	1	75	9	11	4096	1740327573146895095
191	1	76	39	18	8192	1747770225757420666
192	1	77	86	19	32768	8726677404406749861
193	1	78	76	9	32768	13284517532294440443
194	1	79	26	5	8192	833261746032650822
195	1	80	34	13	8192	5216153018018851899
196	1	81	29	8	8192	2904700533616286490
197	1	82	109	19	65536	14935704890361123565
198	1	83	93	3	65536	6499378028966124607
199	1	84	80	13	32768	13833912342329763604
200	1	85	25	4	8192	1119446270796336962
201	1	86	58	14	16384	6706993897476363404
202	1	87	85	18	32768	332425896774968527
203	1	88	15	17	4096	16875552840419821018
204	1	89	103	13	65536	10964235910754562275
205	1	90	94	4	65536	2774116063014862368
206	1	91	4	6	4096	1804590727773097470
207	1	92	40	19	8192	8128919726550172931
208	1	93	73	6	32768	14153965067828444504
209	1	94	90	23	32768	4186823464573726721
210	1	95	10	12	4096	11904817072719679011
211	1	96	2	4	4096	5161994890627828847
212	1	97	96	6	65536	11850359700576111910
213	1	98	77	10	32768	10566331149191969615
214	1	99	36	15	8192	16711575569880250829
215	1	100	18	20	4096	17692196913111636953
216	1	101	11	13	4096	2821004859266946628
217	1	102	37	16	8192	12883228631531513268
218	1	103	87	20	32768	6403256016450238378
219	1	104	30	9	8192	13681813789310835133
220	1	105	51	7	16384	9298430940846601487
221	1	106	106	16	65536	2671496707825655527
222	1	107	98	8	65536	14787394153715310497
223	1	108	16	18	4096	16264680610842172813
224	1	109	83	16	32768	9410521417502242427
225	1	110	65	21	16384	910122843039146332
226	1	111	70	3	32768	6968570435956875078
227	1	112	7	9	4096	8621076142623104397
228	1	113	110	20	65536	10607773367290665550
229	1	114	32	11	8192	12744276219468029246
data_end
