ece592_conflict_plan_version=1
generator=SplitMix64+Fisher-Yates
sweep=conflict line count by conflict stride
line_counts=2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
conflict_stride_bytes_values=4096,8192,16384,32768,65536
unique_line_count_count=23
unique_conflict_stride_count=5
trial_count=2
plan_seed=30595
plan_row_count=230
data_begin
global_execution_index	trial	trial_execution_index	plot_index	conflict_line_count	conflict_stride_bytes	point_seed
200	1	85	79	12	32768	11382848167745890630
201	1	86	42	21	8192	5135344813127234417
202	1	87	20	22	4096	10509256220724715894
203	1	88	22	24	4096	12422679634186129977
204	1	89	100	10	65536	11734560148313498684
205	1	90	11	13	4096	9796497929874367501
206	1	91	73	6	32768	13105092561201589650
207	1	92	0	2	4096	3527800155764228309
208	1	93	63	19	16384	467574256024998494
209	1	94	61	17	16384	10533623117096542905
210	1	95	89	22	32768	11386425628819663352
211	1	96	106	16	65536	3136257373203270379
212	1	97	31	10	8192	6300197351362513490
213	1	98	52	8	16384	5416392889137185747
214	1	99	107	17	65536	10857889952778867062
215	1	100	16	18	4096	1076148899541498985
216	1	101	27	6	8192	379074036607564411
217	1	102	48	4	16384	17708218883010775099
218	1	103	92	2	65536	11382664866781003153
219	1	104	32	11	8192	16118382269939825367
220	1	105	7	9	4096	13830586595630467318
221	1	106	56	12	16384	1654678564781844536
222	1	107	111	21	65536	12586706791109620254
223	1	108	98	8	65536	5324419660153413541
224	1	109	40	19	8192	11515854343171585555
225	1	110	59	15	16384	2229696291011952523
226	1	111	34	13	8192	8060427176624678498
227	1	112	55	11	16384	13557402068261009002
228	1	113	82	15	32768	17311468135800535081
229	1	114	71	4	32768	11821604230957965484
data_end
